network,scenario,method,n,mean_waiting_time_s_mean,mean_waiting_time_s_ci_low,mean_waiting_time_s_ci_high,mean_stopped_vehicles_mean,mean_stopped_vehicles_ci_low,mean_stopped_vehicles_ci_high,mean_speed_m_s_mean,mean_speed_m_s_ci_low,mean_speed_m_s_ci_high,throughput_vehicles_mean,throughput_vehicles_ci_low,throughput_vehicles_ci_high,teleports_mean,teleports_ci_low,teleports_ci_high,emergency_stops_mean,emergency_stops_ci_low,emergency_stops_ci_high,collisions_mean,collisions_ci_low,collisions_ci_high,switches_per_signal_hour_mean,switches_per_signal_hour_ci_low,switches_per_signal_hour_ci_high,llm_call_rate_mean,llm_call_rate_ci_low,llm_call_rate_ci_high,override_accept_rate_mean,override_accept_rate_ci_low,override_accept_rate_ci_high,candidate_application_rate_mean,candidate_application_rate_ci_low,candidate_application_rate_ci_high,fallback_rate_mean,fallback_rate_ci_low,fallback_rate_ci_high,wall_time_s_mean,wall_time_s_ci_low,wall_time_s_ci_high
moscow,low,ergs_no_guard,20,7.515372316638777,6.881941953629314,8.2561766191928,10.938125,10.48665625,11.448348958333332,10.709523707302832,10.603898623289563,10.79996385438409,644.15,641.85,646.2,1.2,0.5,2.0,0.0,0.0,0.0,2.2,1.4,3.0,39.345000000000006,39.175000000000004,39.52,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,31.3877579550026,27.649455834891704,35.05512991198819
moscow,low,ergs_no_hysteresis,20,7.515372316638777,6.878988838341915,8.267255297312232,10.938125,10.492291666666665,11.459593749999998,10.709523707302832,10.606094186681236,10.800385687755453,644.15,641.9,646.2,1.2,0.5,2.05,0.0,0.0,0.0,2.2,1.4,3.0,39.345000000000006,39.175000000000004,39.52,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.17062873998657,29.2668289028648,36.93829253174699
moscow,low,ergs_v2,20,7.515372316638777,6.880987455326786,8.252269343498384,10.938125,10.484364583333333,11.457505208333332,10.709523707302832,10.602490154895746,10.800471602097106,644.15,641.9,646.2,1.2,0.5,2.05,0.0,0.0,0.0,2.2,1.4,3.0,39.345000000000006,39.175000000000004,39.52,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,32.9091516799992,29.408110730504124,36.25151406675941
moscow,low,fixed,20,3.7679270864688057,3.3425909974930827,4.302772847814777,8.610624999999997,8.368333333333334,8.884390624999995,11.217852439370382,11.145231616647463,11.280464070545282,647.65,646.15,649.15,0.45,0.1,0.9,0.0,0.0,0.0,3.8,2.6,5.1,159.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.249653890018816,28.349627926378744,33.976185710893326
moscow,low,lightgpt_direct,20,7.630580417212005,7.241487907072492,8.125299415667287,11.348541666666666,11.011869791666667,11.731458333333332,10.613043082412485,10.550416031449473,10.671839950954503,644.85,643.35,646.4,0.75,0.2,1.55,0.0,0.0,0.0,3.2,2.0,4.4,38.475,38.37500000000001,38.574999999999996,1.0,1.0,1.0,0.022187500000000002,0.02047916666666667,0.023958333333333335,0.9980625,0.9977291666666666,0.9983958333333336,0.0019375,0.0016041666666666665,0.0022708333333333335,31.227945660002298,28.062610654498712,34.294007667384285
moscow,low,lightgpt_review,20,7.515372316638777,6.870101809911773,8.279753334855117,10.938125,10.492489583333333,11.451057291666663,10.709523707302832,10.603416209488525,10.800971998797346,644.15,641.95,646.15,1.2,0.5,2.05,0.0,0.0,0.0,2.2,1.4,3.0,39.345000000000006,39.17999999999999,39.519999999999996,1.0,1.0,1.0,0.0,0.0,0.0,0.9981875,0.9978541666666667,0.9985000000000002,0.0018124999999999994,0.0015,0.0021458333333333334,30.95119663500227,27.466416339382995,34.33416243473009
moscow,low,max_pressure,20,9.470827953472018,9.052673496511213,9.933183636811856,13.154583333333331,12.816244791666668,13.495838541666666,10.26972440283274,10.205595700235094,10.332866137708866,642.55,640.75,644.3,0.65,0.2,1.15,0.0,0.0,0.0,2.8,1.6,4.1,39.5,39.36999999999999,39.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.52964400999481,33.090447311372415,39.56182063101762
moscow,low,ppo_ensemble,20,7.515372316638777,6.881721782290463,8.270940973460519,10.938125,10.487083333333334,11.453968749999996,10.709523707302832,10.604526206302697,10.800187985627122,644.15,641.9,646.2,1.2,0.5,2.05,0.0,0.0,0.0,2.2,1.4,3.0,39.345000000000006,39.17500000000001,39.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.27025719000376,29.4110420176381,34.933952171371786
moscow,nominal,ergs_no_calibration,20,10.600096426472977,8.118102316596405,14.182118092056871,31.067708333333332,26.137682291666668,39.087765625,10.013008071168898,9.612184917060567,10.300314395902364,1445.5,1421.65,1461.55,6.75,3.95,10.5,0.0,0.0,0.0,11.8,10.1,13.5,46.92,46.64000000000001,47.18000000000001,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,34.90650322500151,30.77563084536858,38.90938659176711
moscow,nominal,ergs_no_event,20,10.600096426472977,8.136396566130008,14.247950409294019,31.067708333333332,26.08518229166667,39.01250520833334,10.013008071168898,9.610216133520117,10.30362769817224,1445.5,1421.94875,1461.75,6.75,3.95,10.5,0.0,0.0,0.0,11.8,10.1,13.4,46.92,46.644999999999996,47.18000000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,137.60879181499476,123.46824287936616,150.59375715248825
moscow,nominal,ergs_no_guard,20,10.600096426472977,8.118893632295082,14.143184230315713,31.067708333333332,26.112265625,39.13085416666666,10.013008071168898,9.601852677226201,10.303431100604763,1445.5,1421.8,1461.7512499999998,6.75,3.95,10.45,0.0,0.0,0.0,11.8,10.1,13.5,46.92,46.644999999999996,47.18,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,34.051680755021515,30.029642163272655,37.90943059015015
moscow,nominal,ergs_no_hysteresis,20,10.600096426472977,8.112602124976299,14.154978814994383,31.067708333333332,26.09748958333334,39.25165104166665,10.013008071168898,9.61182756753337,10.30241859635395,1445.5,1422.25,1461.6,6.75,3.95,10.55,0.0,0.0,0.0,11.8,10.1,13.5,46.92,46.644999999999996,47.184999999999995,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,34.98016678999993,31.01451723464561,38.727327294746054
moscow,nominal,ergs_v2,20,10.600096426472977,8.140315890975192,14.123083287300492,31.067708333333332,26.097265625000002,39.07033854166666,10.013008071168898,9.605800228565178,10.304669310392697,1445.5,1422.4,1461.7,6.75,3.95,10.45,0.0,0.0,0.0,11.8,10.1,13.5,46.92,46.64,47.18,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,34.28023116500699,30.282539127381167,38.12299339540492
moscow,nominal,fixed,20,9.314898916896619,6.316220485725554,13.415906025893905,30.528958333333332,24.641614583333336,39.789859374999985,10.104767394416092,9.6339235771157,10.452304940469437,1450.4,1432.35,1463.6,6.15,3.25,10.20124999999989,0.0,0.0,0.0,11.4,10.1,12.8,159.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.639741679996952,28.28053864376212,34.94027499923715
moscow,nominal,lightgpt_direct,20,13.043652040710668,10.528506355647561,15.916469084349279,34.68625000000001,31.02539583333333,38.775859375,9.623070439816704,9.312189210987015,9.899686367524374,1443.9,1428.9,1457.25,7.85,5.45,10.35,0.0,0.0,0.0,10.2,8.8,11.7,42.95,42.725,43.18,1.0,1.0,1.0,0.07918750000000001,0.07608333333333332,0.08210416666666667,0.992625,0.9921875,0.9930416666666668,0.007375,0.006937500000000002,0.0078125,34.94085279001156,31.107050922747877,38.57792840876951
moscow,nominal,lightgpt_review,20,10.600096426472977,8.119954456809921,14.185333420286506,31.067708333333332,26.126223958333334,39.01276041666666,10.013008071168898,9.603758727228987,10.302855544049565,1445.5,1422.6,1461.75,6.75,4.0,10.45,0.0,0.0,0.0,11.8,10.1,13.5,46.92,46.644999999999996,47.185,1.0,1.0,1.0,0.0,0.0,0.0,0.9918958333333332,0.9900208333333331,0.9930416666666666,0.008104166666666666,0.006958333333333333,0.009979166666666667,34.42353696003556,30.85544765865052,37.80894032428929
moscow,nominal,max_pressure,20,13.048839578038496,11.461864349496903,14.767991651967888,38.70249999999999,36.27769791666666,41.22271875,9.250903152012249,9.069868324064851,9.427113101415177,1442.9,1431.1,1453.35,5.2,3.25,7.3,0.0,0.0,0.0,12.6,10.6,14.6,42.875,42.62000000000001,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.917347064981,33.006435770228855,40.688506253857916
moscow,nominal,ppo_ensemble,20,10.600096426472977,8.110841548212434,14.13533403398765,31.067708333333332,26.105822916666668,39.028177083333304,10.013008071168898,9.610294627392744,10.304409222306129,1445.5,1422.5,1461.6012499999997,6.75,3.95,10.4,0.0,0.0,0.0,11.8,10.1,13.5,46.92,46.64,47.18000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.389298735000196,31.20299812525409,37.40554691937155
moscow,variable,ergs_no_calibration,20,19.760957063658008,17.297074446959904,22.089247578268253,84.19520833333333,76.11435416666666,91.73837499999999,8.19111903567114,7.943516007360217,8.444812393544444,1605.3,1571.14875,1644.05,15.65,12.5,18.7,0.0,0.0,0.0,14.4,12.1,16.8,50.260000000000005,49.925,50.605000000000004,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,40.597328220005146,35.18850062025173,46.05189362538525
moscow,variable,ergs_no_event,20,19.760957063658008,17.273615295555878,22.073319455714973,84.19520833333333,75.96683854166668,91.75620312499998,8.19111903567114,7.941181346805495,8.453164786496279,1605.3,1570.3487499999999,1643.55,15.65,12.5,18.7,0.0,0.0,0.0,14.4,12.1,16.8,50.260000000000005,49.925,50.61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,126.43235992499395,110.89925343598166,141.22910316999372
moscow,variable,ergs_no_guard,20,19.760957063658008,17.306068223165376,22.096286812454448,84.19520833333333,76.08808854166666,91.747125,8.19111903567114,7.946738892300976,8.449378916816206,1605.3,1570.25,1644.75,15.65,12.45,18.75,0.0,0.0,0.0,14.4,12.1,16.8,50.260000000000005,49.925000000000004,50.60999999999999,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,34.949160725006365,30.779496552377093,39.177444218370056
moscow,variable,ergs_no_hysteresis,20,19.760957063658008,17.32269263690997,22.10989065859652,84.19520833333333,76.03999479166666,91.72065624999999,8.19111903567114,7.94634371539159,8.448473164434896,1605.3,1570.5987499999999,1643.7,15.65,12.5,18.7,0.0,0.0,0.0,14.4,12.1,16.8,50.260000000000005,49.925,50.61,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,39.19860595500795,33.65497880514566,44.500237363499465
moscow,variable,ergs_v2,20,19.760957063658008,17.305554749703298,22.076348384346694,84.19520833333333,75.92336979166666,91.752625,8.19111903567114,7.944318283030414,8.447900623771835,1605.3,1571.1,1643.6012499999997,15.65,12.55,18.7,0.0,0.0,0.0,14.4,12.1,16.8,50.260000000000005,49.925,50.605000000000004,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,37.33894239501679,32.41484313339257,42.022091658255526
moscow,variable,fixed,20,17.319193547930603,15.06099863353274,19.60613677292062,81.99854166666668,73.13203125,91.61570833333332,8.2956413861406,8.011767491898137,8.550681273146273,1615.0,1581.65,1651.15,14.05,10.95,17.5,0.0,0.0,0.0,15.0,12.7,17.5,159.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.14737156000338,32.49786092863564,39.57665104462736
moscow,variable,lightgpt_direct,20,22.313031555114947,18.818437904098438,25.9562818174533,96.40229166666667,81.89768749999999,113.86917708333331,7.83818704447071,7.473584517450903,8.1756596369637,1578.25,1512.35,1641.0,17.85,13.4,22.8,0.0,0.0,0.0,15.4,12.5,19.0,45.57000000000001,45.275,45.85000000000001,1.0,1.0,1.0,0.10114583333333334,0.09679166666666666,0.10533333333333335,0.9836666666666666,0.9805625000000001,0.9861875,0.01633333333333333,0.013875000000000002,0.019375,35.95578966499306,31.606886997362018,40.21641255574126
moscow,variable,lightgpt_review,20,19.760957063658008,17.301386120782087,22.061254048410962,84.19520833333333,75.97489583333332,91.73509895833332,8.19111903567114,7.941444516692758,8.448105564128081,1605.3,1570.9,1643.2,15.65,12.55,18.7,0.0,0.0,0.0,14.4,12.1,16.8,50.260000000000005,49.92999999999999,50.61,1.0,1.0,1.0,0.0,0.0,0.0,0.9852500000000001,0.9836875,0.9866458333333332,0.01475,0.01335416666666667,0.0163125,35.79381992499693,31.69156884323107,39.56462454259453
moscow,variable,max_pressure,20,22.256976529722117,19.596590811500185,25.044187546692246,99.10645833333334,89.39853125,109.58690624999998,7.528620442417504,7.277047688534787,7.764670136480228,1590.6,1551.15,1631.25,15.75,12.35,19.4,0.0,0.0,0.0,15.9,13.0,19.2,45.145,44.82000000000001,45.50500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.34322502500727,36.548301506768624,45.84413568612493
moscow,variable,ppo_ensemble,20,19.760957063658008,17.323543046997823,22.097539333220027,84.19520833333333,76.16406770833332,91.87503124999999,8.19111903567114,7.9416731555857565,8.452276150424288,1605.3,1570.6,1643.8,15.65,12.5,18.75,0.0,0.0,0.0,14.4,12.1,16.8,50.260000000000005,49.925,50.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.23372634499101,31.87829523335924,40.231265595133735
