file,rung,candidate_id,recipe_id,status,error,model_seed,parameter_count,encoder,paired_head,width,depth,dropout,activation,action_dim,max_actions,overall_improvement,h4_improvement,overall_nrmse,h4_nrmse,worst_condition_improvement,worst_network_improvement,groupcv_folds,action_permutation_degradation,effective_rank_fraction,equal_action_max_abs,swap_antisymmetry_max_abs,peak_vram_mib,p95_batch1_ms,wall_seconds,train_rows,tune_rows,n_train_clusters,n_folds_recorded,model_sha256,corr_mcar,corr_burst,corr_spatial,corr_mnar,corr_min,corr_mean,cond_demand_shock,cond_emergency_vehicle,cond_lane_closure,cond_normal,cond_packet_loss,cond_sensor_delay_noise,net_cologne8,net_moscow
R1_m-2ec290c9c919.json,R1,m-2ec290c9c919,r-05cbd60ed1,complete,,88001,65506,transformer,shared_branch,64,1,0.1,silu,8,2,0.12192378940788935,-0.0030586674519957223,0.9369018217790863,1.0014948895714262,-0.18390745490248417,0.04490950246474412,5,0.38407194995885663,0.12023007124662399,0.0,0.0,92.0,14.743415010161696,4.313496100017801,2400,600,50,5,349e368f90060dd79d672924bf527b653bd0ca661125ab1d4739301d467f325a,-0.025576986076807584,-0.022606250255632787,-0.02575214142088833,-0.02465457729644749,-0.02575214142088833,-0.024647488762444048,0.156446656766083,0.16736882795643923,0.10030232843616724,0.17021965599835712,0.10107657712981358,-0.10717259552865772,0.08949391034262151,0.17497857897560792
R1_m-31d1827937ce.json,R1,m-31d1827937ce,r-05cbd60ed1,complete,,88001,18690,transformer,antisymmetric,32,1,0.1,gelu,8,2,0.09320258977438053,-0.0020660260068375404,0.9522334471285501,1.0010192770739903,-0.008509467714702845,0.04880846381848292,5,0.16008296941948807,0.17626400291919708,0.0,0.0,88.0,7.918404985684901,2.787329100072384,2400,600,50,5,26b857a6d55055fb8ae7e81d286f2735fbfbd377839e905b9ea2027a6d106b55,-0.019802800234849816,-0.02479938784359903,-0.01803715703345632,-0.019277744102146332,-0.02479938784359903,-0.020479272303512874,0.09354685321911245,0.10998405035921714,0.08506536269728718,0.11355571911521385,0.09143145463119506,0.05156696073395952,0.07329623348715394,0.12709359544556237
R1_m-32f594f9afbc.json,R1,m-32f594f9afbc,r-05cbd60ed1,complete,,88001,48226,tcn,shared_branch,64,2,0.1,gelu,8,2,0.11935102534763993,-0.0043305467531185695,0.9383211981743624,1.0021189461039346,-0.1748908231784474,0.052691114922097215,5,0.3527271478369982,0.18534940481185913,0.0,0.0,70.0,15.228155045770105,14.24013809976168,2400,600,50,5,079a8d6c0248db74ccc5603e5d1e2670f4bf53af735093575269c7d90d6cc3ce,-0.03339718423722249,-0.03698787610349541,-0.03585185028252558,-0.04031295149549918,-0.04031295149549918,-0.036637465529685664,0.14400631144193776,0.1637584263106018,0.10138405862586233,0.16366568638138318,0.09683995431694833,-0.06710292325917458,0.08931624598176577,0.16947230556505236
R1_m-33159a09ba2a.json,R1,m-33159a09ba2a,r-05cbd60ed1,complete,,88001,104578,gru,direct,96,1,0.0,gelu,8,2,0.12247676719238829,-0.01992279629957161,0.9366048156031365,1.0098760255624195,-0.23011759708039947,0.05828701338089348,5,0.31426698624758326,0.09933308511972427,0.0611882209777832,0.0915965810418129,102.0,12.98171014059335,4.0812029000371695,2400,600,50,5,6c832f6200e1b9c203132de78297ee23e3498a0a0fd1c3c0e7efe28f91392044,-0.04236812481634522,-0.042044651821101064,-0.03732325466526776,-0.04786517182724981,-0.04786517182724981,-0.04240030078249096,0.1629383620649936,0.17252595296401702,0.10098859265387197,0.1660032455670937,0.09284788472785281,-0.09228648272056858,0.09029320871968856,0.17561120008222061
R1_m-33959483a866.json,R1,m-33959483a866,r-05cbd60ed1,complete,,88001,103042,gru,shared_branch,96,1,0.1,silu,8,2,0.1266286873317343,-0.0016398889316728393,0.9344304896406668,1.0008008101912984,-0.22322553210068707,0.049068694382536804,5,0.3946850739757993,0.09615521878004074,0.0,0.0,90.0,12.195299833547324,4.24451609980315,2400,600,50,5,b4d125e2bbe82c2fa3c1a32859e15ed06de39af03783a917eac49d0e94018227,-0.021957342473211572,-0.01767722510708536,-0.01872689082023493,-0.02127569569031107,-0.021957342473211572,-0.019909288522710733,0.15193207039497525,0.17158637732702925,0.09825335602237646,0.17540210667493564,0.1061336048815504,-0.0555867150225561,0.09242404837498204,0.1828881785639298
R1_m-33a7ca0821c8.json,R1,m-33a7ca0821c8,r-05cbd60ed1,complete,,88001,49250,tcn,direct,64,2,0.0,silu,8,2,0.1227994805375868,-0.017046798423968768,0.9363991351918527,1.0084447288197684,-0.1797111261282034,0.04818563790959518,5,0.29619680184618796,0.1676889806985855,0.03841061145067215,0.060048677027225494,70.0,13.834949990268795,14.289500400191173,2400,600,50,5,bab307d2f14f4d78359981bd20c13eeccb30a0492b0719c1ea985b40c652474b,-0.037472299456328795,-0.04374973465624743,-0.04275175052092672,-0.042894982124481285,-0.04374973465624743,-0.04171719168949606,0.15280726370275324,0.16230805617380134,0.11109325354466404,0.160650857700194,0.10155329012805925,-0.05633023116408897,0.09154285965828805,0.1758864371386075
R1_m-341bbd30e225.json,R1,m-341bbd30e225,r-05cbd60ed1,complete,,88001,36770,tcn,direct,64,1,0.0,gelu,8,2,0.12730691095555444,-0.013154353923364281,0.9339753423537192,1.006508329498055,-0.15660716442061062,0.0570022041611411,5,0.29198139863752004,0.14897242188453674,0.047884371131658554,0.05637534335255623,88.0,12.411354994401336,4.111879400210455,2400,600,50,5,20ada9f36127c2ebad707262a908058e918f01cc43e19598d021624cd54a397f,-0.03967686555300931,-0.04034511858139522,-0.042120261853213714,-0.039701526788543884,-0.042120261853213714,-0.04046094319404053,0.15900533324369517,0.16676435146825078,0.11589534765244607,0.1638976331066738,0.10379396135384895,-0.0450586822159766,0.09568905936831677,0.18037211983839055
R1_m-34201a1c5918.json,R1,m-34201a1c5918,r-05cbd60ed1,complete,,88001,29570,transformer,direct,32,2,0.1,gelu,8,2,0.1057330395064728,-0.010779840385014361,0.9456044108860295,1.0053425398907996,-0.012938126545431583,0.05999079004989838,5,0.16603867126442906,0.13506077229976654,0.02409372851252556,0.03943552449345589,70.0,13.685475091915576,4.263852999778464,2400,600,50,5,2d99ab29857e5e00e62455bf273f29dd64a05fe6eae9f7fffe3fc028d1a80eca,-0.029870776794886034,-0.030267884248072807,-0.030117817859039775,-0.030968584240025132,-0.030968584240025132,-0.030306265785505937,0.12196314447750851,0.12402045841559313,0.09557185221793404,0.12248814481681145,0.09615872206121787,0.049213667349029586,0.08863285046692879,0.13572368706901397
R1_m-370cab3d4b82.json,R1,m-370cab3d4b82,r-05cbd60ed1,complete,,88001,36258,tcn,antisymmetric,64,1,0.1,silu,8,2,0.11782475262078917,-0.004385126967246422,0.9391497458026109,1.002157729189189,-0.10113881601837993,0.054256716230446256,5,0.30162625878049903,0.1457187831401825,0.0,0.0,88.0,13.54242502711713,4.57114029978402,2400,600,50,5,81f9bae86b1fa2790ee5af0b699046ae28f412baa357e928eb2f30633655943d,-0.03332330240741377,-0.0301673272304106,-0.032690302503080026,-0.03466949892384208,-0.03466949892384208,-0.03271260776618662,0.13015653357053406,0.15560941569551204,0.1024545152931309,0.1537003501962223,0.10594543030381169,-0.013699500872462944,0.09023986002020015,0.1641770393716636
R1_m-37ecfeb87e50.json,R1,m-37ecfeb87e50,r-05cbd60ed1,complete,,88001,49378,mlp,antisymmetric,64,2,0.0,silu,8,2,0.11634328131871627,-0.003053742613584998,0.9399545034741502,1.0014956202962932,-0.08352729974696183,0.05412057116968749,5,0.283694722096697,0.18826302886009216,0.0,0.0,88.0,10.971579956822097,3.2766136000864208,2400,600,50,5,1ae3e39950f2fa5431b902dc2a92c8b6550d41a00810ebc530fc9fbf16a3805d,-0.031564623665454095,-0.030771489163388566,-0.02649805323416654,-0.03121454713588223,-0.031564623665454095,-0.030012178299722858,0.1294631374165171,0.15199605434896976,0.1021219265235415,0.1526067495941359,0.10306294443863587,-0.01354225257528634,0.08758115885288112,0.16412317145926775
