network,condition,method,n,mean_waiting_time_s_mean,mean_waiting_time_s_ci_low,mean_waiting_time_s_ci_high,mean_stopped_vehicles_mean,mean_stopped_vehicles_ci_low,mean_stopped_vehicles_ci_high,mean_speed_m_s_mean,mean_speed_m_s_ci_low,mean_speed_m_s_ci_high,mean_travel_time_s_mean,mean_travel_time_s_ci_low,mean_travel_time_s_ci_high,p95_vehicle_waiting_time_s_mean,p95_vehicle_waiting_time_s_ci_low,p95_vehicle_waiting_time_s_ci_high,max_vehicle_waiting_time_s_mean,max_vehicle_waiting_time_s_ci_low,max_vehicle_waiting_time_s_ci_high,p95_network_queue_mean,p95_network_queue_ci_low,p95_network_queue_ci_high,max_network_queue_mean,max_network_queue_ci_low,max_network_queue_ci_high,throughput_vehicles_mean,throughput_vehicles_ci_low,throughput_vehicles_ci_high,departed_vehicles_mean,departed_vehicles_ci_low,departed_vehicles_ci_high,stops_per_departed_vehicle_mean,stops_per_departed_vehicle_ci_low,stops_per_departed_vehicle_ci_high,co2_g_mean,co2_g_ci_low,co2_g_ci_high,nox_g_mean,nox_g_ci_low,nox_g_ci_high,fuel_g_mean,fuel_g_ci_low,fuel_g_ci_high,signal_queue_jain_fairness_mean,signal_queue_jain_fairness_ci_low,signal_queue_jain_fairness_ci_high,worst_signal_mean_queue_mean,worst_signal_mean_queue_ci_low,worst_signal_mean_queue_ci_high,emergency_waiting_time_s_mean,emergency_waiting_time_s_ci_low,emergency_waiting_time_s_ci_high,mean_emergency_travel_time_s_mean,mean_emergency_travel_time_s_ci_low,mean_emergency_travel_time_s_ci_high,teleports_mean,teleports_ci_low,teleports_ci_high,emergency_stops_mean,emergency_stops_ci_low,emergency_stops_ci_high,collisions_mean,collisions_ci_low,collisions_ci_high,hard_braking_vehicle_steps_mean,hard_braking_vehicle_steps_ci_low,hard_braking_vehicle_steps_ci_high,ttc_below_1_5_vehicle_samples_mean,ttc_below_1_5_vehicle_samples_ci_low,ttc_below_1_5_vehicle_samples_ci_high,ttc_valid_samples_mean,ttc_valid_samples_ci_low,ttc_valid_samples_ci_high,minimum_green_violations_mean,minimum_green_violations_ci_low,minimum_green_violations_ci_high,unsafe_transition_violations_mean,unsafe_transition_violations_ci_low,unsafe_transition_violations_ci_high,switches_per_signal_hour_mean,switches_per_signal_hour_ci_low,switches_per_signal_hour_ci_high,llm_call_rate_mean,llm_call_rate_ci_low,llm_call_rate_ci_high,proposal_disagreement_rate_mean,proposal_disagreement_rate_ci_low,proposal_disagreement_rate_ci_high,override_accept_rate_mean,override_accept_rate_ci_low,override_accept_rate_ci_high,fallback_rate_mean,fallback_rate_ci_low,fallback_rate_ci_high,controller_latency_p50_s_mean,controller_latency_p50_s_ci_low,controller_latency_p50_s_ci_high,controller_latency_p95_s_mean,controller_latency_p95_s_ci_low,controller_latency_p95_s_ci_high,controller_latency_p99_s_mean,controller_latency_p99_s_ci_low,controller_latency_p99_s_ci_high,llm_lookup_latency_p50_s_mean,llm_lookup_latency_p50_s_ci_low,llm_lookup_latency_p50_s_ci_high,llm_lookup_latency_p95_s_mean,llm_lookup_latency_p95_s_ci_low,llm_lookup_latency_p95_s_ci_high,llm_lookup_latency_p99_s_mean,llm_lookup_latency_p99_s_ci_low,llm_lookup_latency_p99_s_ci_high,estimated_controller_energy_wh_mean,estimated_controller_energy_wh_ci_low,estimated_controller_energy_wh_ci_high,peak_process_rss_mb_mean,peak_process_rss_mb_ci_low,peak_process_rss_mb_ci_high,wall_time_s_mean,wall_time_s_ci_low,wall_time_s_ci_high,ttc_below_1_5_pooled_rate,co2_g_per_departed_vehicle,nox_g_per_departed_vehicle,fuel_g_per_departed_vehicle
cologne8,packet_loss,lightgpt_direct,20,3.013997598215432,2.969859709831588,3.0523436770935732,15.216875000000002,14.883750000000001,15.534583333333336,6.660797543094125,6.627156752173469,6.697260839016518,114.80998798111087,113.80865357419604,115.78725950219182,63.904999999999994,63.2,64.55499999999999,88.35,86.3,90.3,36.42499999999999,35.022499999999994,37.92749999999999,46.6,45.0,48.25,2005.5,2004.25,2006.7,2045.05,2044.65,2045.4,1.0902674742396672,1.0715345734017412,1.1079607332249783,403199.95706119214,400160.5866046864,406276.3635427093,141.50358403261248,140.35138482268457,142.6328989584984,130712.61624846075,129722.41898775326,131710.49798923952,0.42141363062434783,0.4140266851633662,0.4286621176387518,7.128125,6.930822916666666,7.321463541666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.3,48.9,59.9,0.0,0.0,0.0,632.9,616.8,649.15,3862.3,3835.15,3891.75,0.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,105.0,1.0,1.0,1.0,0.7989583333333334,0.7963020833333332,0.8016145833333332,0.35630208333333335,0.35442708333333334,0.3580989583333334,0.5,0.5,0.5,0.0025407375040231274,0.0024505097593646497,0.0026446560009208042,0.003561300249712075,0.0032147553051690915,0.003958918934593382,0.004295146206801289,0.0036835466169446583,0.0049858282342116565,1.5462501323781908e-05,1.5074998373165727e-05,1.593250490259379e-05,2.665300038643181e-05,2.4836963733832813e-05,2.8749521159625135e-05,3.598540375242009e-05,3.308784528780959e-05,3.920182553119956e-05,0.011340574199340255,0.010847232373215672,0.011909702393940784,476.6814453125,473.9216162109375,479.36604980468746,31.900478599988855,30.489776834883376,33.49591813911582,0.16386609015353545,197.15897267117776,0.06919321485177012,63.9165870020101
cologne8,packet_loss,llm_no_semantic,20,3.5509471250315245,3.488454466402085,3.6139266168811917,13.032499999999999,12.753750000000002,13.319593749999997,7.0899936654206925,7.053138846604755,7.127289323427952,106.6858523148323,105.93619826254901,107.47478343629132,63.664999999999985,62.514999999999986,64.85499999999999,96.5,96.0,96.9,28.82499999999999,27.629999999999985,30.179999999999986,41.0,38.75,43.4,2005.7,2004.65,2006.75,2045.05,2044.65,2045.4,0.9141346086498006,0.8987321515004213,0.929772878221832,379319.60635959805,376675.79844017135,382121.51376004633,133.52038387110022,132.5997589465792,134.4843072478716,122970.90812292675,122125.03930095867,123854.69564667958,0.5318199290068243,0.5162100280063967,0.5474948131950189,5.093125,4.831666666666667,5.366046874999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,45.9,55.0,0.0,0.0,0.0,492.7,480.85,505.45,3693.6,3671.2,3717.05,0.0,0.0,0.0,0.0,0.0,0.0,58.49375,58.1375,58.85625,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0013936600123997777,0.001349654881414608,0.0014428825629147469,0.0021349025136441916,0.002023430350840499,0.002277871547812537,0.002704645703954155,0.002490995159598241,0.0029328841120295672,2.5027498486451806e-05,2.4329993102583103e-05,2.5790001382119952e-05,0.00021532052225666114,0.0002064138847053982,0.00022496278936159797,0.0002802651473903095,0.0002535407038027188,0.0003114365043511493,0.006154009152871571,0.005952533057151918,0.006401378751190149,477.34375,474.6960205078125,479.97756835937497,31.179997520003234,30.116605484003085,32.350502184373035,0.1333928958197964,185.48182507009514,0.06528954493586965,60.131003214066524
cologne8,packet_loss,max_pressure,20,4.873875398694331,4.800960976307684,4.946380452416333,14.444374999999999,14.219999999999999,14.676666666666666,6.908325179587554,6.869628868841066,6.945083733947659,108.76203519802485,108.17085780915566,109.36859146995688,72.31249999999999,71.65,72.9125,96.9,96.75,97.0,29.17499999999999,28.527499999999986,29.817499999999995,43.1,41.5,44.65,2002.9,2001.55,2004.3,2045.05,2044.65,2045.4,0.8912477359275984,0.881859658909236,0.9003886965400386,386102.17260106176,383957.3888711183,388257.4245682482,136.39424485113733,135.61481582115326,137.18137200294385,125169.79992661897,124475.20272377146,125878.43706635253,0.6207429117242832,0.6083376662260147,0.6332560975068864,4.713541666666666,4.512708333333333,4.919791666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,50.1,57.8,0.0,0.0,0.0,491.3,480.6,501.9512499999999,3724.0,3701.25,3747.9,0.0,0.0,0.0,0.0,0.0,0.0,48.425,48.10625,48.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.556748751085252e-05,7.254241965711117e-05,7.838498866476585e-05,0.0001291470087016932,0.00011733614729746477,0.0001410653330094646,0.0001734010575455612,0.00015312500544969212,0.0001943686297483507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035179796553469104,0.0003342205666162449,0.00036914006706501826,475.4587890625,472.2493994140625,478.5086767578125,33.028529219992926,31.25506753586786,34.789072235730266,0.13192803437164338,188.7984022889718,0.06669482156971093,61.20622964065376
cologne8,packet_loss,ppo_ensemble,20,3.5509471250315245,3.4892135130696667,3.6136673663582006,13.032499999999999,12.752703125,13.320416666666665,7.0899936654206925,7.053621891048073,7.127326891088907,106.6858523148323,105.92195761404187,107.46680631010393,63.664999999999985,62.50999999999999,64.905,96.5,95.95,96.9,28.82499999999999,27.632499999999986,30.12999999999999,41.0,38.8,43.45,2005.7,2004.65,2006.75,2045.05,2044.65,2045.4,0.9141346086498006,0.8989138700015094,0.9295443838226064,379319.60635959805,376693.6420072098,382015.0874654025,133.52038387110022,132.59257803986728,134.48354201777232,122970.90812292675,122107.4817546211,123848.04880067542,0.5318199290068243,0.5160902051668704,0.5473875900743217,5.093125,4.828125,5.363125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,45.8,55.0,0.0,0.0,0.0,492.7,480.9,505.05,3693.6,3670.65,3716.9,0.0,0.0,0.0,0.0,0.0,0.0,58.49375,58.1375,58.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013033200084464625,0.0012367748744873098,0.0013731937040574848,0.0019725037572788998,0.0018081583419188967,0.0021571986751005167,0.0024212553407414804,0.0021478980487358045,0.002708061734179499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005785314797378508,0.0054919628048264715,0.006109029269373018,476.32578125,473.46249023437497,479.063291015625,32.602990845014574,30.85635376512291,34.43784558250976,0.1333928958197964,185.48182507009514,0.06528954493586965,60.131003214066524
cologne8,packet_loss,ppo_event_rule,20,3.5509471250315245,3.490030818826324,3.6135405044239297,13.032499999999999,12.753541666666667,13.320624999999998,7.0899936654206925,7.05314832524275,7.126909368706922,106.6858523148323,105.93780068621145,107.49012213665783,63.664999999999985,62.51999999999998,64.86999999999998,96.5,95.95,96.9,28.82499999999999,27.659999999999997,30.134999999999984,41.0,38.75,43.4,2005.7,2004.65,2006.75,2045.05,2044.65,2045.4,0.9141346086498006,0.8987029262422952,0.9297090572692258,379319.60635959805,376721.17679146264,382068.87420242024,133.52038387110022,132.6064840596198,134.48654331238345,122970.90812292675,122121.02515289669,123873.16832291833,0.5318199290068243,0.5163192341836115,0.5474538877946519,5.093125,4.832916666666667,5.368130208333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,45.9,54.9,0.0,0.0,0.0,492.7,480.7,505.2,3693.6,3670.5,3717.30125,0.0,0.0,0.0,0.0,0.0,0.0,58.49375,58.1375,58.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015293700096663087,0.0014770395755476784,0.0015934501276205994,0.0022491594898747273,0.00211025062284898,0.002427819317228567,0.002708083652541972,0.0024017724257311772,0.0030812230805153363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006805483025301429,0.00651611409309266,0.007155734247724265,477.0798828125,474.30526367187497,479.85413085937495,30.346546344988745,29.380928610620323,31.539308573739547,0.1333928958197964,185.48182507009514,0.06528954493586965,60.131003214066524
cologne8,sensor_delay_noise,ergs_no_calibration,20,5.627837494548693,5.47293631832971,5.784351404075341,18.933749999999996,18.274989583333337,19.641880208333337,6.492636549682357,6.4261819548317884,6.555446170010859,119.38510702173933,117.82036963199143,121.10711401706673,81.2525,80.255,82.16,97.85,97.4,98.35,44.55249999999998,42.08749999999999,47.409999999999975,63.2,58.3,69.0,2007.3,2006.05,2008.5,2045.05,2044.65,2045.4,1.055826697483325,1.0308449558569117,1.082588588578633,419186.06862133543,414292.11141551926,424448.73688993126,148.88712015744244,147.0598217170897,150.86841177638317,135895.32894168183,134295.40286955496,137589.02175933836,0.5609986537140027,0.5432258428856459,0.5785213850100072,6.602291666666668,6.154786458333334,7.061671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,53.2,61.7,0.0,0.0,0.0,584.2,563.8,605.3,3847.1,3815.1487500000003,3884.2,0.0,0.0,0.0,0.0,0.0,0.0,59.1875,58.8125,59.575,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.3,0.284375,0.315625,0.0,0.0,0.0,1.0,1.0,1.0,0.0012778324889950454,0.0012574173543544022,0.0013000253531208728,0.04377027000911752,0.0400032181447676,0.047476610183482794,0.09529012845340176,0.08986088341137212,0.10089419157101939,2.8077501337975263e-05,2.6912501198239625e-05,2.9210004213382488e-05,0.030948428497358682,0.03008625053317518,0.03186267722208868,0.03959460154495899,0.03575775775774817,0.044221064914224534,0.026121431096633185,0.024911449016559343,0.027454645074480335,477.9669921875,475.4011572265625,480.5060693359375,31.432283979997738,30.660942046364653,32.21002176750611,0.15185464375763563,204.97595101407566,0.0728036576892704,66.45085887468856
cologne8,sensor_delay_noise,ergs_no_hysteresis,20,5.627837494548693,5.476189526717168,5.78332700056931,18.933749999999996,18.266651041666666,19.638973958333327,6.492636549682357,6.427032178629861,6.555451236436615,119.38510702173933,117.80714393687511,121.14533256724125,81.2525,80.2525,82.1575,97.85,97.4,98.35,44.55249999999998,42.084999999999994,47.402499999999975,63.2,58.3,68.9,2007.3,2006.05,2008.5,2045.05,2044.65,2045.4,1.055826697483325,1.030764942636298,1.0829542383025974,419186.06862133543,414269.7854541188,424377.5341330019,148.88712015744244,147.02696624554312,150.92159236702852,135895.32894168183,134326.15662246017,137579.99744264034,0.5609986537140027,0.5432560893675258,0.5785231303914089,6.602291666666668,6.157911458333333,7.072927083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,53.2,61.8,0.0,0.0,0.0,584.2,564.1,605.25,3847.1,3815.5,3883.65125,0.0,0.0,0.0,0.0,0.0,0.0,59.1875,58.8125,59.575,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.29965277777777777,0.2840277777777778,0.3149305555555556,0.0,0.0,0.0,1.0,1.0,1.0,0.001286072499351576,0.0012465874954796165,0.0013287052421219413,0.044977489501179566,0.04047221206955135,0.049392160718743874,0.09187718074180877,0.08640149403238015,0.09751895721361932,2.828999422490597e-05,2.6987498858943582e-05,2.9435062315315002e-05,0.02990467550465837,0.029168339702533564,0.030664782971136444,0.03656565655989104,0.035018490221134534,0.03821682149590047,0.02544410347418711,0.02432290293781484,0.02655658743387761,478.9150390625,476.345263671875,481.41390136718746,30.885068840015446,29.885851768748253,31.846066753892373,0.15185464375763563,204.97595101407566,0.0728036576892704,66.45085887468856
cologne8,sensor_delay_noise,ergs_no_shield,20,5.627837494548693,5.474798430320289,5.784960779564275,18.933749999999996,18.27019270833333,19.637296874999997,6.492636549682357,6.425524208921717,6.554648417838589,119.38510702173933,117.79365617631771,121.08352782996714,81.2525,80.255,82.2,97.85,97.4,98.35,44.55249999999998,42.00993749999997,47.35999999999997,63.2,58.2,68.85,2007.3,2006.1,2008.5,2045.05,2044.65,2045.4,1.055826697483325,1.03075685633896,1.082635693355829,419186.06862133543,414241.13177360705,424317.6663245298,148.88712015744244,147.03349194886653,150.84943354156684,135895.32894168183,134322.01275787133,137588.9952267633,0.5609986537140027,0.5432976125414319,0.5783479135362789,6.602291666666668,6.159161458333334,7.063125000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,53.1,61.8,0.0,0.0,0.0,584.2,563.9,605.5,3847.1,3815.09875,3883.90125,0.0,0.0,0.0,0.0,0.0,0.0,59.1875,58.8125,59.575,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.3,0.28437500000000004,0.31562500000000004,0.0,0.0,0.0,1.0,1.0,1.0,0.0012952000077348202,0.0012681474517012247,0.0013231000644009327,0.04503378925583082,0.04095125110226205,0.0488053288790542,0.09330632989644064,0.08864414142147278,0.09821166035630734,2.8055001166649163e-05,2.645999484229833e-05,2.9499994707293808e-05,0.029445780495298095,0.02889768235559313,0.030030335347408257,0.03702347769879268,0.034380526806403924,0.04068236273918444,0.025471489872353332,0.024409531565878044,0.026557674719491237,478.5392578125,475.9415966796875,481.0539111328125,31.515293995005777,30.88242342125057,32.13648745876184,0.15185464375763563,204.97595101407566,0.0728036576892704,66.45085887468856
cologne8,sensor_delay_noise,ergs_no_uncertainty,20,5.627837494548693,5.474103887188736,5.784946431883468,18.933749999999996,18.27477083333333,19.63521354166667,6.492636549682357,6.4261499871296985,6.555122971103063,119.38510702173933,117.79961767459044,121.10562950163273,81.2525,80.2525,82.2,97.85,97.4,98.35,44.55249999999998,42.04249999999998,47.41249999999998,63.2,58.3,68.9,2007.3,2006.1,2008.55,2045.05,2044.65,2045.4,1.055826697483325,1.0308863244570707,1.0829948078651557,419186.06862133543,414156.8564900577,424329.50179701066,148.88712015744244,147.01667756932468,150.8584022362888,135895.32894168183,134314.88440338598,137592.07649719602,0.5609986537140027,0.543241902598602,0.578122993181406,6.602291666666668,6.157708333333334,7.073958333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,53.2,61.8,0.0,0.0,0.0,584.2,563.8,605.45,3847.1,3815.55,3883.4,0.0,0.0,0.0,0.0,0.0,0.0,59.1875,58.81875,59.56875,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.3,0.28437499999999993,0.315625,0.0,0.0,0.0,1.0,1.0,1.0,0.0012771699955919757,0.0012545872367627452,0.0013002403176506049,0.044056611748237516,0.03947753366277166,0.048587680617667404,0.09642056679731456,0.09204795627921256,0.1004399866602877,2.807000419124961e-05,2.6577504104352557e-05,2.941250568255782e-05,0.030023733988637103,0.02922217829267174,0.030983234760031328,0.03714829944126539,0.035085586546854744,0.03967790048788446,0.025605074358293983,0.02456733932687065,0.02662513014234961,478.2234375,475.61260253906255,480.653759765625,31.707472525001503,30.969488679999923,32.41592990286168,0.15185464375763563,204.97595101407566,0.0728036576892704,66.45085887468856
cologne8,sensor_delay_noise,ergs_v3,20,5.627837494548693,5.47692546001168,5.786345209196855,18.933749999999996,18.268333333333338,19.631458333333335,6.492636549682357,6.427586830248429,6.555700159442923,119.38510702173933,117.81046991819127,121.07769714166642,81.2525,80.255,82.2025,97.85,97.4,98.35,44.55249999999998,42.00243749999998,47.35249999999998,63.2,58.25,68.95,2007.3,2006.05,2008.5,2045.05,2044.65,2045.4,1.055826697483325,1.0308687580760698,1.0826105672157034,419186.06862133543,414299.7365977642,424417.4238794511,148.88712015744244,147.00911986918368,150.912858817738,135895.32894168183,134321.8424056754,137597.01180836043,0.5609986537140027,0.5428876290083211,0.5780525731097654,6.602291666666668,6.16,7.062921875000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,53.2,61.7,0.0,0.0,0.0,584.2,563.75,605.35,3847.1,3814.8,3883.35,0.0,0.0,0.0,0.0,0.0,0.0,59.1875,58.8125,59.56875,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.3,0.2847222222222222,0.3152777777777778,0.0,0.0,0.0,1.0,1.0,1.0,0.0013202149944845586,0.0012926524318027078,0.0013507301187200937,0.04503766277135572,0.0405407439100526,0.04976278028875085,0.09400791644590203,0.08821427619083255,0.10029118572072322,2.864499983843416e-05,2.7357495855540038e-05,2.9845000317436642e-05,0.031864201006537765,0.029328192471744837,0.03539848246140899,0.038432656237797326,0.03500580206582088,0.04284304314298495,0.025820813324179553,0.024496784085269206,0.027232308856886652,479.4248046875,476.89859375000003,481.90791015624995,37.94400082998909,36.64150812361331,39.081350058849786,0.15185464375763563,204.97595101407566,0.0728036576892704,66.45085887468856
cologne8,sensor_delay_noise,fixed,20,5.6278318259834155,5.561329793299479,5.706346749413362,19.080833333333338,18.75104166666667,19.425421875,6.599379661626879,6.55754093753471,6.638129602277033,113.73661076636543,112.8271036469778,114.69469976836317,67.48749999999998,66.28999999999999,68.66999999999999,89.9,88.25,91.4,41.88499999999998,40.97999999999998,42.882499999999986,55.6,53.9,57.3,2000.8,1999.65,2002.0,2045.05,2044.65,2045.4,1.0445192187158177,1.0317548669480279,1.0572019673946018,404049.5920699386,400902.6202646844,407315.90430054034,146.1291436061278,144.9607785679255,147.33226184581122,130988.55654920633,129977.25102541839,132035.87964143578,0.5288891468191037,0.5172782264614878,0.5388888936559888,7.0910416666666665,6.802286458333333,7.407916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,50.4,59.7,0.15,0.0,0.3,548.95,533.85,563.9,3804.75,3780.65,3830.2,0.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.569750257767737e-05,6.376001103490125e-05,6.768748593458439e-05,9.689550381153821e-05,9.347775545757028e-05,0.00010037755236407972,0.00011947659205179654,0.00011107757206918898,0.0001288054890042985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029270087170718605,0.00028359242755323066,0.0003020395709132168,475.253515625,471.86776367187497,478.38167968749997,30.093711430008987,29.01977558989689,31.2837637847272,0.1442801760956699,197.57443195517888,0.0714550468722661,64.05151783536165
cologne8,sensor_delay_noise,idqn,20,3.657395413171989,3.511073800002799,3.8024962576437615,15.149583333333334,14.679359374999999,15.595416666666669,6.816043981337759,6.766802678802941,6.867483014126941,112.46451005041237,111.425865589806,113.46291466545418,68.3025,66.55499999999999,70.05,94.45,92.7,96.0,36.49749999999998,34.42237499999999,38.67756249999998,53.45,49.45,57.50124999999989,2006.95,2005.45,2008.4,2045.05,2044.65,2045.4,1.0147950586879246,1.0006913543098477,1.0276259294383832,396470.54699113674,392754.6143966517,400032.7524470292,139.59963265018104,138.19140408881324,140.9331619366181,128531.06540975189,127318.44676291174,129682.37034752613,0.5142156868063534,0.5009176392887194,0.5277181480557588,5.791666666666666,5.516869791666666,6.073749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,51.1,63.7,0.0,0.0,0.0,558.3,547.1,569.35,3779.55,3759.45,3801.05,0.0,0.0,0.0,0.0,0.0,0.0,88.96875,88.66875,89.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011633950023679062,0.0011473996874701697,0.0011781650607736083,0.0016401754974503997,0.001579927422542823,0.0017054253816022526,0.0020797590954462057,0.0018748549057228951,0.002294226090643495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005121131889827666,0.0050307877568235805,0.005208113718694424,476.3359375,473.2274755859375,479.240244140625,29.7490346349834,28.901121379614633,30.464715235114415,0.14771599793626225,193.86838805463765,0.06826221004385274,62.84984005757898
cologne8,sensor_delay_noise,illm_style_review,20,6.0160622160508215,5.834987557837036,6.198804406568968,19.394166666666663,18.82353645833333,19.982291666666665,6.450728802842202,6.395682553816364,6.5042892263031,119.91693576133969,118.61278497940656,121.29168912982703,82.8475,81.99749999999999,83.69749999999999,98.05,97.6,98.55,44.68999999999998,42.69243749999998,46.78749999999999,63.7,59.6,67.85,2005.25,2003.9,2006.55,2045.05,2044.65,2045.4,1.0450394308437914,1.0269472060114941,1.063212032854927,422626.0082885519,418713.1971550095,426660.58833315386,150.1668633173041,148.67366918048984,151.67339479078808,137010.5210473707,135743.4298575298,138331.24161670933,0.5704925392986496,0.5585313936956812,0.5816434907704456,6.443958333333333,6.1439531249999995,6.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.3,48.7,59.9,0.0,0.0,0.0,565.75,553.6,578.35,3834.65,3807.55,3864.65125,0.0,0.0,0.0,0.0,0.0,0.0,58.2125,57.875,58.5625,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.278125,0.26423611111111106,0.29270833333333335,0.019609375000000002,0.018671874999999998,0.020572916666666663,0.9803906250000001,0.979453125,0.9813281250000001,0.001237109987414442,0.0012099773028603521,0.0012647749915049643,0.0018677057488821446,0.0018326481785552455,0.0019078352619399076,0.0022470142029342227,0.002087347911250253,0.0024325212838579315,1.650748308748007e-05,1.5684991303714924e-05,1.7342469291179438e-05,4.629074828699231e-05,4.4714458097587335e-05,4.7696523281047114e-05,6.0030549764633157e-05,5.7741978693229596e-05,6.243105347675732e-05,0.005663858054031151,0.00559742068247053,0.005729609909434658,477.7412109375,475.13259765624997,480.3273486328125,30.390108219993998,29.514510479602322,31.232560869745065,0.14753628101652042,206.65803197406024,0.07342943366534026,66.9961717549061
cologne8,sensor_delay_noise,lightgpt_direct,20,3.013997598215432,2.970189002111876,3.052535758495648,15.216875000000002,14.887489583333332,15.530625,6.660797543094125,6.6272223031025606,6.6977006956751035,114.80998798111087,113.79498957473461,115.77900119756721,63.904999999999994,63.2,64.55,88.35,86.25,90.3,36.42499999999999,34.98249999999999,37.92249999999999,46.6,45.05,48.25,2005.5,2004.25,2006.7,2045.05,2044.65,2045.4,1.0902674742396672,1.07146567465055,1.1077350088366698,403199.95706119214,400094.2540969698,406293.0400070605,141.50358403261248,140.3502180109839,142.6455724171543,130712.61624846075,129716.23152905978,131693.4667488544,0.42141363062434783,0.41389243266733966,0.42867261614704144,7.128125,6.929786458333333,7.3175052083333325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.3,48.8,59.9,0.0,0.0,0.0,632.9,616.6,648.9,3862.3,3834.95,3891.85,0.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,105.0,1.0,1.0,1.0,0.808828125,0.8063802083333332,0.8115625,0.35630208333333335,0.3549212239583333,0.3578385416666666,0.5,0.5,0.5,0.002377584998612292,0.00234736174257705,0.0024108719336800276,0.003103094503167084,0.002971198695056955,0.003267164302174931,0.0036432249892968662,0.0032892102880388826,0.004050483519880791,1.4435008051805198e-05,1.4347495744004846e-05,1.4527505845762789e-05,2.2876762086525554e-05,2.214176610141294e-05,2.3762536569847724e-05,3.0211791396141036e-05,2.8282930837303854e-05,3.249700837623094e-05,0.010570455098374319,0.010436863772053282,0.01072270894106239,476.8794921875,474.0464794921875,479.5890771484375,30.490529955003876,29.861398195876244,31.14423470388676,0.16386609015353545,197.15897267117776,0.06919321485177012,63.9165870020101
