block,stratifier,scheme,stratum,rows,clusters,measure_median,incumbent_cost_median,gain_h4_mean,numerator_pp,numerator_lo,numerator_hi,denominator_pp,denominator_lo,denominator_hi,factor,factor_lo,factor_hi,den_sign_flip_rate,factor_fieller_kind,factor_fieller_lo,factor_fieller_hi
sealed,observed_cost,within_network_tercile,T3,600,276,17.650000154040754,2471.0,-117.55666666666667,21.803801724842454,17.746011645831643,25.736036013167297,-0.06501489630789115,-1.8802579406506588,1.8081937180285095,-335.36624624587813,-321.910276640605,377.40990640194036,0.528,unbounded,-400.0,400.0
sealed,observed_cost,global_tercile,T1,600,211,3.024999932385981,1116.5,12.288333333333334,10.919293610833769,4.6871347434382455,16.922605139132564,0.8941208952970126,-1.5795703617964638,3.863505383583779,12.212323488096715,-111.97023226195249,113.744549143301,0.25,unbounded,-400.0,400.0
sealed,observed_cost,global_tercile,T2,600,270,7.311134517192841,1814.25,-56.49916666666667,10.703786951435157,5.381185699140724,15.969679290730335,0.6646089113206077,-1.202964127220338,2.5688644136717906,16.10539186145767,-136.31056026956077,143.51081851590143,0.2425,unbounded,-400.0,400.0
sealed,observed_cost,global_tercile,T3,600,243,17.650000154040754,8014.5,-128.97916666666666,19.88342779108445,15.515424213511894,24.387695248534307,-0.10868589729310374,-1.798859047878803,1.7140781067994,-182.94395396546153,-315.7371775454501,347.1590410668727,0.5565,unbounded,-400.0,400.0
sealed,policy_entropy,within_network_tercile,T1,600,270,0.08194396644830704,2087.0,-108.37583333333333,21.152475138013273,16.36601117877745,25.897610969989802,-0.3056001203101788,-2.314918490936636,1.8733759478737873,-69.21618720746535,-247.72840737918634,278.32475374053627,0.603,unbounded,-400.0,400.0
sealed,policy_entropy,within_network_tercile,T2,600,268,0.3901008069515228,1665.5,-57.346666666666664,16.521221303168655,10.782522317270779,23.103172482258543,-1.2967356979035616,-3.7185395056776356,1.2042372841551914,-12.740623497817317,-113.28283538764377,76.96221060129336,0.874,unbounded,-400.0,400.0
sealed,policy_entropy,within_network_tercile,T3,600,277,0.6607882678508759,1800.75,-7.4675,10.226574426528124,4.613663066220941,15.819695701259306,2.3812548556889745,0.0370847659777715,5.060989530250936,4.294615673789038,0.19707725935155546,33.97087563648622,0.024,bounded,1.5,307.5
sealed,policy_entropy,global_tercile,T1,600,219,0.08194396644830704,7750.5,-152.80583333333334,18.781452447372004,14.63032691680767,23.087662577234887,-0.19463453643954187,-1.7572105957090887,1.516080998440916,-96.495990850041,-304.13189443079517,358.63554984772617,0.6065,unbounded,-400.0,400.0
sealed,policy_entropy,global_tercile,T2,600,270,0.3563491255044937,1511.5512762451992,-38.04666666666667,14.328414302829529,7.930243383070517,20.620512905675827,0.9140062263512716,-2.1941590801959654,4.499444884243695,15.676495290441075,-129.14589596054182,137.58263742748792,0.293,unbounded,-400.0,400.0
sealed,policy_entropy,global_tercile,T3,600,242,0.6607882678508759,1341.0,17.6625,12.021872100653397,4.936379055565478,19.592787029890843,0.5348238099993186,-2.0032231625328074,3.1018712455416737,22.478191650945224,-114.35377583639401,138.3640399337186,0.3175,unbounded,-400.0,400.0
sealed,policy_disagreement,within_network_tercile,T1,600,273,0.02018580585718155,2071.415771057579,-106.49166666666666,20.492993989431586,15.666526135441625,25.398740686814392,-0.07203789291077012,-2.138205110382683,2.2545571050342135,-284.4751999453298,-315.56586354755933,248.89977977399397,0.5325,unbounded,-400.0,400.0
